@RELATION Train

@ATTRIBUTE LOCs numeric
@ATTRIBUTE Churn numeric
@ATTRIBUTE Age numeric
@ATTRIBUTE WeightedAge numeric
@ATTRIBUTE NumOfAuthors numeric
@ATTRIBUTE Revisions numeric
@ATTRIBUTE LOCsTouched numeric
@ATTRIBUTE LOCsAdded numeric
@ATTRIBUTE AvgSetSize numeric
@ATTRIBUTE NumOfFixes numeric
@ATTRIBUTE Buggy {false,true}

@DATA
33,33,0,0,1,1,33,33,2,0,false
32,32,0,0,1,1,32,32,2,0,false
63,63,0,0,1,1,63,63,2,0,false
151,151,0,0,2,2,151,151,2,0,false
278,278,0,0,1,1,278,278,2,0,false
44,44,0,0,1,1,44,44,2,0,false
23,23,0,0,1,1,23,23,2,0,false
24,24,0,0,1,1,24,24,2,0,false
39,39,0,0,1,1,39,39,2,0,false
25,25,0,0,1,1,25,25,2,0,false
25,25,0,0,1,1,25,25,2,0,false
37,37,0,0,1,1,37,37,2,0,false
53,53,0,0,1,1,53,53,2,0,false
87,87,0,0,1,1,87,87,2,0,false
57,57,0,0,1,1,57,57,2,0,false
30,30,0,0,1,1,30,30,2,0,false
37,37,0,0,1,1,37,37,2,0,false
24,24,0,0,1,1,24,24,2,0,false
26,26,0,0,1,1,26,26,2,0,false
19,19,0,0,1,1,19,19,2,0,false
146,146,0,0,2,3,146,146,2,1,false
69,69,0,0,1,1,69,69,2,0,false
89,89,0,0,3,3,89,89,2,1,false
59,59,0,0,1,2,59,59,2,1,false
42,42,0,0,1,1,42,42,2,0,false
139,139,0,0,2,3,139,139,2,2,false
36,36,0,0,1,1,36,36,2,0,false
145,145,0,0,2,3,145,145,2,1,false
88,88,0,0,1,1,88,88,2,0,false
55,55,0,0,1,1,55,55,2,0,false
85,85,0,0,1,1,85,85,2,0,false
35,35,0,0,1,1,35,35,2,0,false
58,58,0,0,1,1,58,58,2,0,false
53,53,0,0,1,1,53,53,2,0,false
62,62,0,0,1,1,62,62,2,0,false
46,46,0,0,1,1,46,46,2,0,false
147,147,0,0,1,1,147,147,2,0,false
76,76,0,0,1,1,76,76,2,0,false
89,89,0,0,1,1,89,89,2,0,false
140,140,0,0,1,1,140,140,2,0,false
99,99,0,0,1,1,99,99,2,0,false
42,42,0,0,1,1,42,42,2,0,false
174,174,0,0,1,1,174,174,2,0,false
46,46,0,0,1,1,46,46,2,0,false
178,178,0,0,2,3,178,178,2,1,false
524,524,0,0,2,3,524,524,2,2,false
97,97,0,0,1,1,97,97,2,0,false
344,344,0,0,2,2,344,344,2,0,false
94,94,0,0,1,1,94,94,2,0,false
230,230,0,0,1,3,230,230,2,2,false
72,72,0,0,1,1,72,72,2,0,false
35,35,0,0,1,1,35,35,2,0,false
28,28,0,0,1,1,28,28,2,0,false
29,29,0,0,1,1,29,29,2,0,false
214,214,0,0,2,3,214,214,2,2,false
39,39,0,0,2,3,39,39,2,2,false
75,75,0,0,1,2,75,75,2,1,false
211,211,0,0,2,2,211,211,2,1,false
59,59,0,0,2,2,59,59,2,0,false
166,166,0,0,2,2,166,166,2,0,false
39,39,0,0,1,1,39,39,2,0,false
56,56,0,0,1,1,56,56,2,0,false
449,449,0,0,2,3,449,449,2,2,false
287,287,0,0,1,1,287,287,2,0,false
382,382,0,0,2,2,382,382,2,0,false
136,136,0,0,2,2,136,136,2,1,false
366,366,0,0,1,1,366,366,2,0,false
96,96,0,0,1,1,96,96,2,0,false
75,75,0,0,1,1,75,75,2,0,false
50,50,0,0,1,1,50,50,2,0,false
591,591,0,0,1,1,591,591,2,0,false
237,237,0,0,3,3,237,237,2,0,false
88,88,0,0,1,1,88,88,2,0,false
90,90,0,0,1,1,90,90,2,0,false
181,181,0,0,1,1,181,181,2,0,false
160,160,0,0,2,3,160,160,2,1,false
357,357,0,0,1,1,357,357,2,0,false
166,166,0,0,2,2,166,166,2,0,false
110,110,0,0,1,1,110,110,2,0,false
52,52,0,0,1,1,52,52,2,0,false
120,120,0,0,2,2,120,120,2,1,false
90,90,0,0,1,1,90,90,2,0,false
38,38,0,0,2,2,38,38,2,1,false
72,72,0,0,1,1,72,72,2,0,false
208,208,0,0,2,3,208,208,2,1,false
137,137,0,0,1,1,137,137,2,0,false
32,32,0,0,1,1,32,32,2,0,false
182,182,0,0,2,2,182,182,2,1,false
247,247,0,0,1,1,247,247,2,0,false
199,199,0,0,2,2,199,199,2,1,false
187,187,0,0,3,3,187,187,2,1,false
236,236,0,0,2,3,236,236,2,1,false
187,187,0,0,2,2,187,187,2,1,false
415,415,0,0,3,5,415,415,2,1,false
152,152,0,0,1,1,152,152,2,0,false
58,58,0,0,2,2,58,58,2,0,false
435,435,0,0,2,4,435,435,2,3,true
87,87,0,0,1,1,87,87,2,0,false
149,149,0,0,1,1,149,149,2,0,false
107,107,0,0,1,1,107,107,2,0,false
76,76,0,0,1,1,76,76,2,0,false
143,143,0,0,1,1,143,143,2,0,false
205,205,0,0,2,2,205,205,2,1,false
140,140,0,0,1,1,140,140,2,0,false
221,221,0,0,2,2,221,221,2,1,false
92,92,0,0,1,1,92,92,2,0,false
289,289,0,0,1,1,289,289,2,0,false
478,478,0,0,2,2,478,478,2,1,false
145,145,0,0,1,1,145,145,2,0,false
30,30,0,0,2,2,30,30,2,1,false
43,43,0,0,2,2,43,43,2,1,false
65,65,0,0,2,2,65,65,2,1,false
171,171,0,0,2,4,171,171,2,2,false
45,45,0,0,2,2,45,45,2,1,false
26,26,0,0,1,1,26,26,2,0,false
27,27,0,0,1,1,27,27,2,0,false
69,69,0,0,2,2,69,69,2,1,false
63,63,0,0,2,3,63,63,2,1,false
166,166,0,0,2,2,166,166,2,1,false
98,98,0,0,2,3,98,98,2,1,false
62,62,0,0,2,2,62,62,2,1,false
93,93,0,0,2,2,93,93,2,1,false
266,266,0,0,2,2,266,266,2,1,false
171,171,0,0,2,3,171,171,2,1,false
52,52,0,0,2,3,52,52,2,1,false
138,138,0,0,2,2,138,138,2,1,true
35,35,0,0,2,2,35,35,2,1,false
40,40,0,0,1,1,40,40,2,0,false
42,42,0,0,1,1,42,42,2,0,false
47,47,0,0,1,1,47,47,2,0,false
42,42,0,0,1,1,42,42,2,0,false
74,74,0,0,1,1,74,74,2,0,false
35,35,0,0,1,1,35,35,2,0,false
36,36,0,0,1,1,36,36,2,0,false
197,197,0,0,1,1,197,197,2,0,false
74,74,0,0,2,2,74,74,2,0,false
57,57,0,0,1,1,57,57,2,0,false
64,64,0,0,1,1,64,64,2,0,false
41,41,0,0,1,1,41,41,2,0,false
53,53,0,0,1,1,53,53,2,0,false
50,50,0,0,1,1,50,50,2,0,false
69,69,0,0,1,1,69,69,2,0,false
38,38,0,0,1,1,38,38,2,0,false
115,115,0,0,2,2,115,115,2,1,false
69,69,0,0,3,3,69,69,2,1,false
167,167,0,0,3,3,167,167,2,1,false
163,163,0,0,1,1,163,163,2,0,false
34,34,0,0,1,1,34,34,2,0,false
131,131,0,0,2,2,131,131,2,0,false
176,176,0,0,1,1,176,176,2,0,false
175,175,0,0,1,1,175,175,2,0,false
118,118,0,0,1,1,118,118,2,0,false
80,80,0,0,1,1,80,80,2,0,false
58,58,0,0,1,1,58,58,2,0,false
133,133,0,0,1,1,133,133,2,0,false
94,94,0,0,1,1,94,94,2,0,false
59,59,0,0,1,1,59,59,2,0,false
128,128,0,0,2,3,128,128,2,1,false
170,170,0,0,3,6,170,170,2,1,false
103,103,0,0,1,1,103,103,2,0,false
188,188,0,0,2,4,188,188,2,0,false
74,74,0,0,1,1,74,74,2,0,false
60,60,0,0,1,1,60,60,2,0,false
235,235,0,0,3,7,235,235,2,4,true
75,75,0,0,2,2,75,75,2,0,false
24,24,0,0,1,1,24,24,2,0,false
133,133,0,0,1,1,133,133,2,0,false
123,123,0,0,1,1,123,123,2,0,false
114,114,0,0,1,1,114,114,2,0,false
74,74,0,0,1,2,74,74,2,0,false
58,58,0,0,1,1,58,58,2,0,false
78,78,0,0,1,1,78,78,2,0,false
189,189,0,0,2,2,189,189,2,0,false
54,54,0,0,1,1,54,54,2,0,false
48,48,0,0,1,1,48,48,2,0,false
34,34,0,0,1,1,34,34,2,0,false
152,152,0,0,1,2,152,152,2,0,false
46,46,0,0,1,1,46,46,2,0,false
288,288,0,0,1,2,288,288,2,0,false
159,159,0,0,2,2,159,159,2,1,false
116,116,0,0,2,4,116,116,2,0,false
34,34,0,0,1,1,34,34,2,0,false
61,61,0,0,1,1,61,61,2,0,false
114,114,0,0,2,2,114,114,2,0,false
116,116,0,0,1,1,116,116,2,0,false
62,62,0,0,1,1,62,62,2,0,false
54,54,0,0,1,1,54,54,2,0,false
42,42,0,0,1,1,42,42,2,0,false
128,128,0,0,1,1,128,128,2,0,false
34,34,0,0,1,1,34,34,2,0,false
122,122,0,0,2,2,122,122,2,0,false
43,43,0,0,1,1,43,43,2,0,false
57,57,0,0,1,1,57,57,2,0,false
62,62,0,0,1,2,62,62,2,0,false
55,55,0,0,1,1,55,55,2,0,false
77,77,0,0,1,1,77,77,2,0,false
123,123,0,0,2,2,123,123,2,0,false
64,64,0,0,2,2,64,64,2,0,false
51,51,0,0,2,2,51,51,2,0,false
55,55,0,0,2,2,55,55,2,0,false
27,27,0,0,1,1,27,27,2,0,false
26,26,0,0,1,1,26,26,2,0,false
61,61,0,0,2,2,61,61,2,0,false
27,27,0,0,1,1,27,27,2,0,false
174,174,0,0,2,2,174,174,2,0,false
19,19,0,0,1,1,19,19,2,0,false
120,120,0,0,2,2,120,120,2,0,false
64,64,0,0,2,2,64,64,2,0,false
51,51,0,0,2,2,51,51,2,0,false
55,55,0,0,2,2,55,55,2,0,false
25,25,0,0,1,1,25,25,2,0,false
26,26,0,0,1,1,26,26,2,0,false
61,61,0,0,2,2,61,61,2,0,false
27,27,0,0,1,1,27,27,2,0,false
360,360,0,0,2,2,360,360,2,0,false
463,463,0,0,3,4,463,463,2,0,false
141,141,0,0,2,2,141,141,2,0,false
64,64,0,0,2,2,64,64,2,0,false
51,51,0,0,2,2,51,51,2,0,false
55,55,0,0,2,2,55,55,2,0,false
27,27,0,0,1,1,27,27,2,0,false
29,29,0,0,1,1,29,29,2,0,false
64,64,0,0,2,2,64,64,2,0,false
29,29,0,0,1,1,29,29,2,0,false
29,29,0,0,1,1,29,29,2,0,false
29,29,0,0,1,1,29,29,2,0,false
29,29,0,0,1,1,29,29,2,0,false
28,28,0,0,1,1,28,28,2,0,false
26,26,0,0,1,1,26,26,2,0,false
29,29,0,0,1,1,29,29,2,0,false
31,31,0,0,1,1,31,31,2,0,false
31,31,0,0,1,1,31,31,2,0,false
30,30,0,0,1,1,30,30,2,0,false
31,31,0,0,1,1,31,31,2,0,false
29,29,0,0,1,1,29,29,2,0,false
28,28,0,0,1,1,28,28,2,0,false
35,35,0,0,1,1,35,35,2,0,false
31,31,0,0,1,1,31,31,2,0,false
32,32,0,0,1,1,32,32,2,0,false
34,34,0,0,1,1,34,34,2,0,false
39,39,0,0,1,2,39,39,2,1,false
31,31,0,0,1,1,31,31,2,0,false
39,39,0,0,1,1,39,39,2,0,false
33,33,0,0,1,2,33,33,2,1,false
41,41,0,0,1,1,41,41,2,0,false
28,28,0,0,1,1,28,28,2,0,false
53,53,0,0,1,1,53,53,2,0,false
29,29,0,0,1,1,29,29,2,0,false
31,31,0,0,1,1,31,31,2,0,false
78,78,0,0,1,1,78,78,2,0,false
55,55,0,0,1,1,55,55,2,0,false
55,55,0,0,1,1,55,55,2,0,false
63,63,0,0,1,1,63,63,2,0,false
75,75,0,0,1,1,75,75,2,0,false
55,55,0,0,1,1,55,55,2,0,false
79,79,0,0,1,1,79,79,2,0,false
72,72,0,0,1,1,72,72,2,0,false
60,60,0,0,1,1,60,60,2,0,false
76,76,0,0,1,2,76,76,2,1,false
45,45,0,0,1,1,45,45,2,0,false
75,75,0,0,1,1,75,75,2,0,false
71,71,0,0,1,2,71,71,2,0,false
85,85,0,0,1,1,85,85,2,0,false
141,141,0,0,1,1,141,141,2,0,false
167,167,0,0,1,2,167,167,2,1,false
75,75,0,0,1,1,75,75,2,0,false
152,152,0,0,2,3,152,152,2,0,false
104,104,0,0,1,2,104,104,2,1,false
422,422,0,0,2,2,422,422,2,0,false
49,49,0,0,1,1,49,49,2,0,false
431,431,0,0,3,3,431,431,2,1,false
55,55,0,0,1,1,55,55,2,0,false
79,79,0,0,1,1,79,79,2,0,false
304,304,0,0,1,1,304,304,2,0,false
100,100,0,0,1,1,100,100,2,0,false
33,33,0,0,1,1,33,33,2,0,false
44,44,0,0,2,2,44,44,2,1,false
37,37,0,0,1,1,37,37,2,0,false
29,29,0,0,1,1,29,29,2,0,false
26,26,0,0,1,1,26,26,2,0,false
24,24,0,0,1,1,24,24,2,0,false
27,27,0,0,1,1,27,27,2,0,false
35,35,0,0,1,1,35,35,2,0,false
53,53,0,0,1,1,53,53,2,0,false
35,35,0,0,1,1,35,35,2,0,false
78,78,0,0,1,1,78,78,2,0,false
35,35,0,0,1,1,35,35,2,0,false
53,53,0,0,1,1,53,53,2,0,false
58,58,0,0,1,1,58,58,2,0,false
35,35,0,0,1,1,35,35,2,0,false
52,52,0,0,1,1,52,52,2,0,false
73,73,0,0,1,1,73,73,2,0,false
35,35,0,0,1,1,35,35,2,0,false
53,53,0,0,2,2,53,53,2,1,false
35,35,0,0,1,1,35,35,2,0,false
85,85,0,0,2,2,85,85,2,0,false
35,35,0,0,1,1,35,35,2,0,false
63,63,0,0,1,1,63,63,2,0,true
35,35,0,0,1,1,35,35,2,0,false
61,61,0,0,1,1,61,61,2,0,false
35,35,0,0,1,1,35,35,2,0,false
61,61,0,0,3,3,61,61,2,0,false
35,35,0,0,1,1,35,35,2,0,false
35,35,0,0,1,1,35,35,2,0,false
61,61,0,0,1,1,61,61,2,0,false
61,61,0,0,1,1,61,61,2,0,false
35,35,0,0,1,1,35,35,2,0,false
71,71,0,0,2,2,71,71,2,0,false
35,35,0,0,1,1,35,35,2,0,false
148,148,0,0,1,1,148,148,2,0,false
35,35,0,0,1,1,35,35,2,0,false
67,67,0,0,1,1,67,67,2,0,false
112,112,0,0,1,1,112,112,2,0,false
28,28,0,0,1,1,28,28,2,0,false
167,167,0,0,1,1,167,167,2,0,false
28,28,0,0,1,1,28,28,2,0,false
28,28,0,0,1,1,28,28,2,0,false
32,32,0,0,1,1,32,32,2,0,false
106,106,0,0,2,3,106,106,2,0,false
481,481,0,0,3,4,481,481,2,1,false
235,235,0,0,1,1,235,235,2,0,true
45,45,0,0,1,1,45,45,2,0,false
37,37,0,0,1,1,37,37,2,0,false
702,702,0,0,3,9,702,702,2,3,true
19,19,0,0,1,1,19,19,2,0,false
63,63,0,0,1,1,63,63,2,0,false
28,28,0,0,1,1,28,28,2,0,false
43,43,0,0,1,1,43,43,2,0,false
29,29,0,0,1,1,29,29,2,0,false
69,69,0,0,1,1,69,69,2,0,false
250,250,0,0,1,1,250,250,2,0,false
91,91,0,0,1,1,91,91,2,0,false
57,57,0,0,1,1,57,57,2,0,false
181,181,0,0,2,2,181,181,2,0,false
348,348,0,0,3,4,348,348,2,1,false
116,116,0,0,1,1,116,116,2,0,false
27,27,0,0,1,1,27,27,2,0,false
177,177,0,0,1,1,177,177,2,0,false
110,110,0,0,1,1,110,110,2,0,false
201,201,0,0,1,1,201,201,2,0,false
363,363,0,0,2,3,363,363,2,1,false
222,222,0,0,2,2,222,222,2,1,false
198,198,0,0,1,1,198,198,2,0,false
116,116,0,0,1,1,116,116,2,0,false
363,363,0,0,1,1,363,363,2,0,false
34,34,0,0,1,1,34,34,2,0,false
538,538,0,0,2,3,538,538,2,0,false
171,171,0,0,1,1,171,171,2,0,false
118,118,0,0,2,2,118,118,2,0,false
69,69,0,0,1,1,69,69,2,0,false
590,590,0,0,2,2,590,590,2,1,false
37,37,0,0,1,1,37,37,2,0,false
141,141,0,0,2,2,141,141,2,0,false
71,71,0,0,1,1,71,71,2,0,false
45,45,0,0,1,1,45,45,2,0,false
126,126,0,0,2,3,126,126,2,0,false
137,137,0,0,2,3,137,137,2,0,false
278,278,0,0,2,2,278,278,2,1,false
191,191,0,0,1,1,191,191,2,0,false
92,92,0,0,1,1,92,92,2,0,false
219,219,0,0,4,6,219,219,2,1,true
86,86,0,0,1,1,86,86,2,0,false
338,338,0,0,3,3,338,338,2,1,false
85,85,0,0,1,1,85,85,2,0,false
57,57,0,0,1,1,57,57,2,0,false
119,119,0,0,1,3,119,119,2,1,false
55,55,0,0,2,2,55,55,2,1,false
190,190,0,0,2,6,190,190,2,2,true
180,180,0,0,1,2,180,180,2,0,false
30,30,0,0,1,1,30,30,2,0,false
46,46,0,0,1,1,46,46,2,0,false
95,95,0,0,2,2,95,95,2,0,false
649,649,0,0,3,5,649,649,2,1,false
83,83,0,0,2,2,83,83,2,1,false
105,105,0,0,1,1,105,105,2,0,false
19,19,0,0,1,1,19,19,2,0,false
62,62,0,0,1,1,62,62,2,0,false
43,43,0,0,1,1,43,43,2,0,false
123,123,0,0,2,3,123,123,2,2,false
76,76,0,0,1,1,76,76,2,0,false
37,37,0,0,1,2,37,37,2,0,false
340,340,0,0,1,1,340,340,2,0,false
123,123,0,0,2,2,123,123,2,0,false
337,337,0,0,2,3,337,337,2,1,false
79,79,0,0,2,2,79,79,2,0,false
449,449,0,0,3,5,449,449,2,1,false
171,171,0,0,1,1,171,171,2,0,false
457,457,0,0,2,3,457,457,2,0,false
68,68,0,0,1,1,68,68,2,0,false
106,106,0,0,1,1,106,106,2,0,false
85,85,0,0,2,2,85,85,2,1,false
41,41,0,0,2,2,41,41,2,1,false
83,83,0,0,1,1,83,83,2,0,false
522,522,0,0,2,2,522,522,2,0,false
145,145,0,0,1,1,145,145,2,0,false
196,196,0,0,1,1,196,196,2,0,false
39,39,0,0,1,1,39,39,2,0,false
71,71,0,0,1,1,71,71,2,0,false
49,49,0,0,1,2,49,49,2,0,false
27,27,0,0,1,1,27,27,2,0,false
35,35,0,0,1,1,35,35,2,0,false
34,34,0,0,2,2,34,34,2,0,false
32,32,0,0,1,2,32,32,2,1,false
25,25,0,0,1,1,25,25,2,0,false
25,25,0,0,1,1,25,25,2,0,false
32,32,0,0,1,1,32,32,2,0,false
96,96,0,0,1,1,96,96,2,0,false
127,127,0,0,1,1,127,127,2,0,false
23,23,0,0,1,1,23,23,2,0,false
38,38,0,0,1,1,38,38,2,0,false
109,109,0,0,1,1,109,109,2,0,false
173,173,0,0,1,1,173,173,2,0,false
36,36,0,0,1,1,36,36,2,0,false
19,19,0,0,1,1,19,19,2,0,false
113,113,0,0,1,1,113,113,2,0,false
84,0,1,0,0,0,0,0,1,0,false
219,0,1,0,0,0,0,0,1,0,false
90,0,1,0,0,0,0,0,1,0,false
150,0,1,0,0,0,0,0,1,0,false
29,0,1,0,0,0,0,0,1,0,false
25,0,1,0,0,0,0,0,1,0,false
39,0,1,0,0,0,0,0,1,0,false
29,0,1,0,0,0,0,0,1,0,false
29,0,1,0,0,0,0,0,1,0,false
63,0,1,0,0,0,0,0,1,0,false
203,0,1,0,0,0,0,0,1,0,false
68,0,1,0,0,0,0,0,1,0,false
67,0,1,0,0,0,0,0,1,0,false
38,0,1,0,0,0,0,0,1,0,false
108,0,1,0,0,0,0,0,1,0,false
76,0,1,0,0,0,0,0,1,0,false
38,0,1,0,0,0,0,0,1,0,false
29,0,1,0,0,0,0,0,1,0,false
79,0,1,0,0,0,0,0,1,0,false
88,0,1,0,0,0,0,0,1,0,false
67,0,1,0,0,0,0,0,1,0,false
46,0,1,0,0,0,0,0,1,0,false
159,0,1,0,0,0,0,0,1,0,false
35,0,1,0,0,0,0,0,1,0,false
30,0,1,0,0,0,0,0,1,0,false
110,0,1,0,0,0,0,0,1,0,false
67,0,1,0,0,0,0,0,1,0,false
40,0,1,0,0,0,0,0,1,0,false
95,0,1,0,0,0,0,0,1,0,false
37,0,1,0,0,0,0,0,1,0,false
70,0,1,0,0,0,0,0,1,0,false
118,0,1,0,0,0,0,0,1,0,false
60,0,1,0,0,0,0,0,1,0,false
36,0,1,0,0,0,0,0,1,0,false
38,0,1,0,0,0,0,0,1,0,false
53,0,1,0,0,0,0,0,1,0,false
114,0,1,0,0,0,0,0,1,0,false
87,7,1,10,1,1,10,10,1,1,true
40,0,1,0,0,0,0,0,1,0,false
42,0,1,0,0,0,0,0,1,0,false
110,0,1,0,0,0,0,0,1,0,false
73,0,1,0,0,0,0,0,1,0,false
33,0,1,0,0,0,0,0,1,0,false
130,0,1,0,0,0,0,0,1,0,false
177,0,1,0,0,0,0,0,1,0,false
136,0,1,0,0,0,0,0,1,0,false
59,0,1,0,0,0,0,0,1,0,false
92,0,1,0,0,0,0,0,1,0,false
100,0,1,0,0,0,0,0,1,0,false
40,0,1,0,0,0,0,0,1,0,false
78,0,1,0,0,0,0,0,1,0,false
29,0,1,0,0,0,0,0,1,0,false
79,0,1,0,0,0,0,0,1,0,false
66,0,1,0,0,0,0,0,1,0,false
162,0,1,0,0,0,0,0,1,0,false
29,0,1,0,0,0,0,0,1,0,false
37,0,1,0,0,0,0,0,1,0,false
100,0,1,0,0,0,0,0,1,0,false
118,0,1,0,0,0,0,0,1,0,false
323,0,1,0,0,0,0,0,1,0,false
53,0,1,0,0,0,0,0,1,0,false
79,0,1,0,0,0,0,0,1,0,false
77,0,1,0,0,0,0,0,1,0,false
60,0,1,0,0,0,0,0,1,0,false
25,0,1,0,0,0,0,0,1,0,false
142,0,1,0,0,0,0,0,1,0,false
24,0,1,0,0,0,0,0,1,0,false
191,0,1,0,0,0,0,0,1,0,false
79,0,1,0,0,0,0,0,1,0,false
32,0,1,0,0,0,0,0,1,0,false
29,0,1,0,0,0,0,0,1,0,false
82,0,1,0,0,0,0,0,1,0,false
53,0,1,0,0,0,0,0,1,0,false
33,0,1,0,0,0,0,0,1,0,false
32,0,1,0,0,0,0,0,1,0,false
63,0,1,0,0,0,0,0,1,0,false
151,0,1,0,0,0,0,0,1,0,false
278,0,1,0,0,0,0,0,1,0,false
44,0,1,0,0,0,0,0,1,0,false
23,0,1,0,0,0,0,0,1,0,false
24,0,1,0,0,0,0,0,1,0,false
39,0,1,0,0,0,0,0,1,0,false
25,0,1,0,0,0,0,0,1,0,false
25,0,1,0,0,0,0,0,1,0,false
37,0,1,0,0,0,0,0,1,0,false
53,0,1,0,0,0,0,0,1,0,false
87,0,1,0,0,0,0,0,1,0,false
57,0,1,0,0,0,0,0,1,0,false
30,0,1,0,0,0,0,0,1,0,false
37,0,1,0,0,0,0,0,1,0,false
24,0,1,0,0,0,0,0,1,0,false
26,0,1,0,0,0,0,0,1,0,false
19,0,1,0,0,0,0,0,1,0,false
146,0,1,0,0,0,0,0,1,0,false
69,0,1,0,0,0,0,0,1,0,false
89,0,1,0,0,0,0,0,1,0,false
59,0,1,0,0,0,0,0,1,0,false
42,0,1,0,0,0,0,0,1,0,false
139,0,1,0,0,0,0,0,1,0,false
36,0,1,0,0,0,0,0,1,0,false
145,0,1,0,0,0,0,0,1,0,false
88,0,1,0,0,0,0,0,1,0,false
55,0,1,0,0,0,0,0,1,0,false
85,0,1,0,0,0,0,0,1,0,false
35,0,1,0,0,0,0,0,1,0,false
58,0,1,0,0,0,0,0,1,0,false
53,0,1,0,0,0,0,0,1,0,false
62,0,1,0,0,0,0,0,1,0,false
46,0,1,0,0,0,0,0,1,0,false
147,0,1,0,0,0,0,0,1,0,false
76,0,1,0,0,0,0,0,1,0,false
89,0,1,0,0,0,0,0,1,0,false
140,0,1,0,0,0,0,0,1,0,false
99,0,1,0,0,0,0,0,1,0,false
42,0,1,0,0,0,0,0,1,0,false
174,0,1,0,0,0,0,0,1,0,false
46,0,1,0,0,0,0,0,1,0,false
178,0,1,0,0,0,0,0,1,0,false
524,0,1,0,0,0,0,0,1,0,false
97,0,1,0,0,0,0,0,1,0,false
344,0,1,0,0,0,0,0,1,0,false
94,0,1,0,0,0,0,0,1,0,false
230,0,1,0,0,0,0,0,1,0,false
72,0,1,0,0,0,0,0,1,0,false
35,0,1,0,0,0,0,0,1,0,false
28,0,1,0,0,0,0,0,1,0,false
29,0,1,0,0,0,0,0,1,0,false
